imdb_id,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,tmdb_id,original_language,original_title,overview,tmdb_popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,tmdb_vote_average,tmdb_vote_count
tt1375666,False,/s2bT29y0ngXxxu2IA8AOzzXTRhd.jpg,,160000000,"[Action, Thriller, Science Fiction, Mystery, Adventure]",http://inceptionmovie.warnerbros.com/,27205,en,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",4.477878,/qmDpIHrmpJINaRKAfWQfftjCdyi.jpg,"[{u'name': u'Legendary Pictures', u'id': 923}, {u'name': u'Warner Bros.', u'id': 6194}, {u'name': u'Syncopy', u'id': 9996}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2010-07-14,825500000,148,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'ja', u'name': u'日本語'}, {u'iso_639_1': u'fr', u'name': u'Français'}]",Released,Your mind is the scene of the crime.,Inception,False,7.9,8904
tt1228705,False,/jxdSxqAFrdioKgXwgTs5Qfbazjq.jpg,"{u'backdrop_path': u'/rI8zOWkRQJdlAyQ6WJOSlYK6JxZ.jpg', u'poster_path': u'/fbeJ7f0aD4A112Bc1tnpzyn82xO.jpg', u'id': 131292, u'name': u'Iron Man Collection'}",200000000,"[Adventure, Action, Science Fiction]",http://www.ironmanmovie.com/,10138,en,Iron Man 2,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press, and the public to share his technology with the military. Unwilling to let go of his invention, Stark, along with Pepper Potts, and James ""Rhodey"" Rhodes at his side, must forge new alliances - and confront powerful enemies.",3.953742,/ArqpkNYGfcTIA6umWt6xihfIZZv.jpg,"[{u'name': u'Marvel Studios', u'id': 420}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2010-04-28,623933331,124,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'ru', u'name': u'Pусский'}, {u'iso_639_1': u'fr', u'name': u'Français'}]",Released,"It's not the armor that makes the hero, but the man inside.",Iron Man 2,False,6.6,4587
tt1323594,False,/yo1ef57MEPkEE4BDZKTZGH9uDcX.jpg,"{u'backdrop_path': u'/15IZl405E664QDVxpFJBl7TtLmw.jpg', u'poster_path': u'/95prV91f4DxkBnLU43YjLbU1m3q.jpg', u'id': 86066, u'name': u'Despicable Me Collection'}",69000000,"[Action, Animation, Family]",http://www.despicable.me/,20352,en,Despicable Me,"In a happy suburban neighbourhood surrounded by white picket fences with flowering rose bushes, sits a black house with a dead lawn. Unbeknownst to the neighbours, hidden deep beneath this home is a vast secret hideout. Surrounded by an army of tireless, little yellow minions, we discover Gru, planning the biggest heist in the history of the world. He is going to steal the moon (Yes, the moon!) to prove to his Mum that he is better than the other super-villains, especially the new kid on the block, Vector. Gru delights in all things wicked. Armed with his arsenal of shrink rays, freeze guns and battle-ready vehicles for land and air, he vanquishes all who stand in his way. Until the day he encounters the immense will of three little orphaned girls who look at him and see something that no one else has ever seen: a potential dad.",2.782854,/4zHJhBSY4kNZXfhTlmy2TzXD51M.jpg,"[{u'name': u'Universal Pictures', u'id': 33}, {u'name': u'Illumination Entertainment', u'id': 6704}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2010-07-08,543513985,95,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,Superbad. Superdad.,Despicable Me,False,7.1,4585
tt1130884,False,/fmLWuAfDPaUa3Vi5nO1YUUyZaX6.jpg,,80000000,"[Drama, Thriller, Mystery]",http://www.shutterisland.com/,11324,en,Shutter Island,"World War II soldier-turned-U.S. marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his own troubling visions and by Dr. Cawley.",3.059417,/2tZqOGvOT5ad6RNc10CYJ2Ol2ED.jpg,"[{u'name': u'Paramount Pictures', u'id': 4}, {u'name': u'Appian Way', u'id': 562}, {u'name': u'Phoenix Pictures', u'id': 11317}, {u'name': u'Sikelia Productions', u'id': 23243}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2010-02-18,294804195,138,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'de', u'name': u'Deutsch'}]",Released,Someone is missing.,Shutter Island,False,7.5,3119
tt0926084,False,/8YA36faYlkpfp6aozcGsqq68pZ9.jpg,"{u'backdrop_path': u'/wfnMt6LGqYHcNyOfsuusw5lX3bL.jpg', u'poster_path': u'/eVPs2Y0LyvTLZn6AP5Z6O2rtiGB.jpg', u'id': 1241, u'name': u'Harry Potter Collection'}",250000000,"[Adventure, Fantasy, Family]",http://www.harrypotter.com,12444,en,Harry Potter and the Deathly Hallows: Part 1,"The end begins as Harry, Ron, and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",2.842138,/maP4MTfPCeVD2FZbKTLUgriOW4R.jpg,"[{u'name': u'Warner Bros.', u'id': 6194}, {u'name': u'Heyday Films', u'id': 7364}]","[{u'iso_3166_1': u'GB', u'name': u'United Kingdom'}, {u'iso_3166_1': u'US', u'name': u'United States of America'}]",2010-10-17,954305868,146,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,One Way… One Fate… One Hero.,Harry Potter and the Deathly Hallows: Part 1,False,7.3,3050
tt0892769,False,/nMulOcoR6HAahofkcuo4mtA0o9j.jpg,"{u'backdrop_path': u'/mvcfPkOvgDJG2lEAxTz0NKqoQLo.jpg', u'poster_path': u'/nJ7ud7XWnNCnGfRQUkUp2t17Sq3.jpg', u'id': 89137, u'name': u'How to Train Your Dragon Collection'}",165000000,"[Fantasy, Adventure, Animation, Family]",http://www.howtotrainyourdragon.com/,10191,en,How to Train Your Dragon,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father",2.045946,/zMAm3WYmvD40FaWFsOmpicQFabz.jpg,"[{u'name': u'DreamWorks Animation', u'id': 521}, {u'name': u'Vertigo Entertainment', u'id': 829}, {u'name': u'Mad Hatter Entertainment', u'id': 20154}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2010-03-05,494878759,98,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,One adventure will change two worlds,How to Train Your Dragon,False,7.4,2735
tt1250777,False,/qf59pVUHbY9z0Ke9Jg6HQghNJhM.jpg,"{u'backdrop_path': u'/fYMsCXEMguNlSORJIHydfBgOnty.jpg', u'poster_path': u'/2UzHizIS6Z87ocDdY4TALPj1EqD.jpg', u'id': 179892, u'name': u'Kick-Ass Collection'}",28000000,"[Action, Crime]",,23483,en,Kick-Ass,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.",2.786585,/gtfggr5n3ED1neoTqVYmsVCoSS.jpg,"[{u'name': u'Plan B Entertainment', u'id': 81}, {u'name': u'Marv Films', u'id': 5374}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}, {u'iso_3166_1': u'GB', u'name': u'United Kingdom'}]",2010-03-22,96188903,117,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,Shut up. Kick ass.,Kick-Ass,False,7.0,2704
tt0435761,False,/y2qAjM37QgatWeG84DDtwsZuMW.jpg,"{u'backdrop_path': u'/9FBwqcd9IRruEDUrTdcaafOMKUq.jpg', u'poster_path': u'/7G9915LfUQ2lVfwMEEhDsn3kT4B.jpg', u'id': 10194, u'name': u'Toy Story Collection'}",200000000,"[Animation, Family, Comedy]",http://disney.go.com/toystory/,10193,en,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",2.479832,/tOwAAVeL1p3ls9dhOBo45ElodU3.jpg,"[{u'name': u'Walt Disney Pictures', u'id': 2}, {u'name': u'Pixar Animation Studios', u'id': 3}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2010-06-16,1063171911,103,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'es', u'name': u'Español'}]",Released,No toy gets left behind.,Toy Story 3,False,7.5,2668
tt1014759,False,/AmCtBQc5KxJfJVdS2TkY4Pc9lPd.jpg,"{u'backdrop_path': u'/xX2mxqqYnG5nmujfZ422iXgXyOO.jpg', u'poster_path': u'/xSDwVJEdtewx9pfD125PCdRgznH.jpg', u'id': 261307, u'name': u'Alice in Wonderland Collection'}",200000000,"[Family, Fantasy, Adventure]",http://disney.go.com/wonderland/,12155,en,Alice in Wonderland,"Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason--to conquer the horrific Jabberwocky and restore the rightful queen to her throne.",2.389247,/pvEE5EN5N1yjmHmldfL4aJWm56l.jpg,"[{u'name': u'Walt Disney Pictures', u'id': 2}, {u'name': u'Team Todd', u'id': 598}, {u'name': u'Tim Burton Productions', u'id': 8601}, {u'name': u'Roth Films', u'id': 16314}, {u'name': u'Zanuck Company, The', u'id': 20004}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2010-03-03,1025467110,108,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,You're invited to a very important date.,Alice in Wonderland,False,6.2,2480
tt0947798,False,/eS9RYCLWA031K3x9fDEv8WE45Ti.jpg,,13000000,"[Drama, Mystery, Thriller]",http://www.foxsearchlight.com/blackswan/,44214,en,Black Swan,"A ballet dancer wins the lead in ""Swan Lake"" and is perfect for the role of the delicate White Swan - Princess Odette - but slowly loses her mind as she becomes more and more like Odile, the Black Swan.",3.072045,/dQ7uxvsVTspVIsqjfgQj8usJpwX.jpg,"[{u'name': u'Fox Searchlight Pictures', u'id': 43}, {u'name': u'Dune Entertainment', u'id': 444}, {u'name': u'Protozoa Pictures', u'id': 7503}, {u'name': u'Cross Creek Pictures', u'id': 10246}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2010-12-02,327803731,108,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'fr', u'name': u'Français'}, {u'iso_639_1': u'it', u'name': u'Italiano'}]",Released,"In the era of personal branding, the scariest possibility is that someone might be better at being you than you are.",Black Swan,False,7.0,2261
