tmdb_id,adult,backdrop_path,genre_ids,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
293660,False,/nbIrDhOtUpdD9HKDBRy02a8VhpV.jpg,"[28, 12, 35, 10749]",en,Deadpool,"Based upon Marvel Comics’ most unconventional anti-hero, DEADPOOL tells the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",13.782044,/inVq3FRqcYIRl2la8iZikYYxFNR.jpg,2016-02-09,Deadpool,False,7.15,4579
209112,False,/vsjBeMPZtyB7yNsYY56XYxifaQZ.jpg,"[28, 12, 14]",en,Batman v Superman: Dawn of Justice,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",32.148365,/cGOPbv9wA5gEejkUN892JrveARt.jpg,2016-03-23,Batman v Superman: Dawn of Justice,False,5.51,3155
271110,False,/m5O3SZvQ6EgD5XXXLPIP1wLppeW.jpg,"[28, 53, 878]",en,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",14.607816,/5N20rQURev5CNDcMjHVUZhpoCNC.jpg,2016-04-27,Captain America: Civil War,False,6.93,2406
269149,False,/mhdeE1yShHTaDbJVdWyTlzFvNkr.jpg,"[16, 12, 10751, 35]",en,Zootopia,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",13.708456,/sM33SANp9z6rXW8Itn7NnG1GOEs.jpg,2016-02-11,Zootopia,False,7.4,1646
246655,False,/oQWWth5AOtbWG9o8SCAviGcADed.jpg,"[28, 12, 878, 14]",en,X-Men: Apocalypse,"Since the dawn of civilization, he was worshipped as a god. Apocalypse, the first and most powerful mutant from Marvel’s X-Men universe, amassed the powers of many other mutants, becoming immortal and invincible. Upon awakening after thousands of years, he is disillusioned with the world as he finds it and recruits a team of powerful mutants, including a disheartened Magneto, to cleanse mankind and create a new world order, over which he will reign. As the fate of the Earth hangs in the balance, Raven with the help of Professor X must lead a team of young X-Men to stop their greatest nemesis and save mankind from complete destruction.",9.659011,/zSouWWrySXshPCT4t3UKCQGayyo.jpg,2016-05-18,X-Men: Apocalypse,False,6.03,1551
299687,False,/4obYMyIZALl7svc83fn7KelTZDp.jpg,"[12, 878]",en,The 5th Wave,16-year-old Cassie Sullivan tries to survive in a world devastated by the waves of an alien invasion that has already decimated the population and knocked mankind back to the Stone Age.,5.92017,/cgxEscv6TQRK6a514FwuJOjcqQ5.jpg,2016-01-14,The 5th Wave,False,5.22,894
278927,False,/eIOTsGg9FCVrBc4r2nXaV61JF4F.jpg,"[12, 18, 14]",en,The Jungle Book,"An orphan boy is raised in the Jungle with the help of a pack of wolves, a bear and a black panther.",5.827144,/iMmpHJ9MeOwOF41BmUqytbHCWtz.jpg,2016-04-07,The Jungle Book,False,6.38,855
258489,False,/75GFqrnHMKqkcNZ2wWefWXfqtMV.jpg,"[28, 12]",en,The Legend of Tarzan,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",27.910512,/6FxOPJ9Ysilpq0IgkrMJ7PubFhq.jpg,2016-06-29,The Legend of Tarzan,False,4.77,849
47933,False,/8SqBiesvo1rh9P1hbJTmnVum6jv.jpg,"[28, 12, 878]",en,Independence Day: Resurgence,"We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction.",14.887304,/9KQX22BeFzuNM66pBA6JbiaJ7Mi.jpg,2016-06-22,Independence Day: Resurgence,False,4.65,817
333371,False,/qEu2EJBQUNFx5mSKOCItwZm74ZE.jpg,"[18, 27, 9648, 53]",en,10 Cloverfield Lane,"Waking up from a car accident, a young woman finds herself in the basement of a man who says he's saved her life from a chemical attack that has left the outside uninhabitable.",7.225681,/aeiVxTSTeGJ2ICf1iSDXkF3ivZp.jpg,2016-03-10,10 Cloverfield Lane,False,6.55,811
