tmdb_id,adult,backdrop_path,genre_ids,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
76341,False,/tbhdm8UJAb4ViCTsulYFL3lxMCd.jpg,"[28, 12, 878, 53]",en,Mad Max: Fury Road,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.",18.391762,/kqjL17yufvn9OVLyXYpvtyrFfak.jpg,2015-05-13,Mad Max: Fury Road,False,7.29,5061
135397,False,/dkMD5qlogeRMiEixC4YNPUvax2T.jpg,"[28, 12, 878, 53]",en,Jurassic World,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",16.079174,/jjBgi2r5cRt36xF6iNUEhzscEcb.jpg,2015-06-09,Jurassic World,False,6.61,4807
140607,False,/c2Ax8Rox5g6CneChwy1gmu4UbSb.jpg,"[28, 12, 878, 14]",en,Star Wars: The Force Awakens,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",8.435354,/weUSwMdQIa3NaXVzwUoIIcAi85d.jpg,2015-12-15,Star Wars: The Force Awakens,False,7.55,4571
99861,False,/570qhjGZmGPrBGnfx70jcwIuBr4.jpg,"[28, 12, 878]",en,Avengers: Age of Ultron,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",5.558371,/t90Y3G8UGQp0f0DrP60wRu9gfrH.jpg,2015-04-22,Avengers: Age of Ultron,False,7.41,3849
286217,False,/sy3e2e4JwdAtd2oZGA2uUilZe8j.jpg,"[18, 12, 878]",en,The Martian,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",9.373647,/5aGhaIHYuQbqlHWvWYqMCnj40y2.jpg,2015-09-30,The Martian,False,7.6,3827
150540,False,/szytSpLAyBh3ULei3x663mAv5ZT.jpg,"[35, 16, 10751]",en,Inside Out,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",6.63192,/aAmfIX3TT40zUHGcCKrlOZRKC7u.jpg,2015-06-09,Inside Out,False,8.02,3345
102899,False,/kvXLZqY0Ngl1XSw7EaMQO0C1CCj.jpg,"[878, 28, 12]",en,Ant-Man,"Armed with the astonishing ability to shrink in scale but increase in strength, con-man Scott Lang must embrace his inner-hero and help his mentor, Dr. Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",7.030112,/D6e8RJf2qUstnfkTslTXNTUAlT.jpg,2015-07-14,Ant-Man,False,6.93,3326
281957,False,/kiWvoV78Cc3fUwkOHKzyBgVdrDD.jpg,"[37, 18, 12, 53]",en,The Revenant,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",7.397272,/oXUWEc5i3wYyFnL1Ycu8ppxxPvs.jpg,2015-12-25,The Revenant,False,7.14,3152
206647,False,/wVTYlkKPKrljJfugXN7UlLNjtuJ.jpg,"[28, 12, 80]",en,Spectre,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",7.452969,/hE24GYddaxB9MVZl1CaiI86M3kp.jpg,2015-10-26,Spectre,False,6.2,2885
211672,False,/uX7LXnsC7bZJZjn048UCOwkPXWJ.jpg,"[10751, 16, 12, 35]",en,Minions,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",8.839636,/q0R4crx2SehcEEQEkYObktdeFy.jpg,2015-06-17,Minions,False,6.56,2645
