tmdb_id,adult,backdrop_path,genre_ids,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
24428,False,/hbn46fQaRmlpBuUrEiFqv0GDL6Y.jpg,"[878, 28, 12]",en,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",5.912321,/cezWGskPY5x7GaglTTRN4Fugfb8.jpg,2012-04-25,The Avengers,False,7.33,8414
68718,False,/qUcmEqnzIwlwZxSyTf3WliSfAjJ.jpg,"[18, 37]",en,Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",7.034131,/5WJnxuw41sddupf8cwOxYftuvJG.jpg,2012-12-25,Django Unchained,False,7.62,6815
70160,False,/1LTLrl06uII4w2BTpnQnmWwrKi.jpg,"[878, 12, 14]",en,The Hunger Games,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",3.863873,/iLJdwmzrHFjFwI5lvYAT1gcpRuA.jpg,2012-03-12,The Hunger Games,False,6.69,6623
49026,False,/3bgtUfKQKNi3nJsAB5URpP2wdRt.jpg,"[28, 80, 18, 53]",en,The Dark Knight Rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",4.605058,/dEYnvnUfXrqvqeRSqvIEtmzhoA8.jpg,2012-07-16,The Dark Knight Rises,False,7.47,6312
49051,False,/jjAq3tCezdlQduusgtMhpY2XzW0.jpg,"[12, 14, 28]",en,The Hobbit: An Unexpected Journey,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",5.294161,/w29Guo6FX6fxzH86f8iAbEhQEFC.jpg,2012-11-26,The Hobbit: An Unexpected Journey,False,6.86,6092
37724,False,/AunH2MIKIbnU9khgFp45eJlydPu.jpg,"[28, 12, 53]",en,Skyfall,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory (Ralph Fiennes), the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve (Naomie Harris) - following a trail to the mysterious Silva (Javier Bardem), whose lethal and hidden motives have yet to reveal themselves.",3.322518,/lQCkPLDxFONmgzrWLvq085v1g2d.jpg,2012-10-25,Skyfall,False,6.81,5789
1930,False,/4Dd0CcqIHeyJFALYVzpHrsnbOX6.jpg,"[28, 12, 14]",en,The Amazing Spider-Man,"Peter Parker is an outcast high schooler was abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance—leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",3.367321,/eA2D86Y6VPWuUzZyatiLBwpTilQ.jpg,2012-06-27,The Amazing Spider-Man,False,6.39,4559
87827,False,/2Zvd5gKOSvUGJpWtmpsFQvfPd2z.jpg,"[12, 18, 28]",en,Life of Pi,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",2.408154,/sLYdcz7easaS7CmJGwQcVVYZqiF.jpg,2012-11-20,Life of Pi,False,7.05,4020
70981,False,/cfVoH243KjWXV6JoLzwxqWNb23i.jpg,"[878, 12, 9648]",en,Prometheus,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",3.084237,/sRbTWQn9Djs0wW8k3nkUun5ZBnt.jpg,2012-05-30,Prometheus,False,6.18,3343
82690,False,/1HjKgkIdR2qw8ihM6MTxgdST2kM.jpg,"[10751, 16, 35, 12]",en,Wreck-It Ralph,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",3.062789,/93FsllrXXWncp7BQYTdOU1XMRXo.jpg,2012-11-01,Wreck-It Ralph,False,6.99,3306
59967,False,/cZkPJ0noQvcR3oCCZ4pwYZeWUYi.jpg,"[28, 53, 878]",en,Looper,"In the futuristic action thriller Looper, time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.",3.289723,/o4qXZMrZlfuTfwwNGMyTcx6p2uO.jpg,2012-09-26,Looper,False,6.48,3269
82693,False,/4MKAnhMC32FIXFKSQmKkxLtHHfs.jpg,"[18, 35, 10749]",en,Silver Linings Playbook,"After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.",3.860467,/ilrZAV2klTB0FLxLb01bOp5pzD9.jpg,2012-09-08,Silver Linings Playbook,False,6.9,3037
