imdb_id,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,tmdb_id,original_language,original_title,overview,tmdb_popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,tmdb_vote_average,tmdb_vote_count
tt0848228,False,/hbn46fQaRmlpBuUrEiFqv0GDL6Y.jpg,"{u'backdrop_path': u'/zuW6fOiusv4X9nnW3paHGfXcSll.jpg', u'poster_path': u'/aC3VJyuNpymHAf9pyQqB20EK4v6.jpg', u'id': 86311, u'name': u'The Avengers Collection'}",220000000,"[Science Fiction, Action, Adventure]",http://marvel.com/avengers_movie/,24428,en,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",4.912321,/cezWGskPY5x7GaglTTRN4Fugfb8.jpg,"[{u'name': u'Marvel Studios', u'id': 420}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2012-04-25,1518594910,143,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,Some assembly required.,The Avengers,False,7.3,8414
tt1853728,False,/qUcmEqnzIwlwZxSyTf3WliSfAjJ.jpg,,100000000,"[Drama, Western]",http://unchainedmovie.com/,68718,en,Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",6.034131,/5WJnxuw41sddupf8cwOxYftuvJG.jpg,"[{u'name': u'Columbia Pictures', u'id': 5}, {u'name': u'The Weinstein Company', u'id': 308}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2012-12-25,425368238,165,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'fr', u'name': u'Français'}, {u'iso_639_1': u'de', u'name': u'Deutsch'}]",Released,"Life, liberty and the pursuit of vengeance.",Django Unchained,False,7.6,6816
tt1392170,False,/1LTLrl06uII4w2BTpnQnmWwrKi.jpg,"{u'backdrop_path': u'/zWiiLNg8yXv0he3tCH6XignPaYV.jpg', u'poster_path': u'/wM0BxA2zOtHW3f0xWZC9FcMLWl5.jpg', u'id': 131635, u'name': u'The Hunger Games Collection'}",75000000,"[Science Fiction, Adventure, Fantasy]",http://www.thehungergames.movie/,70160,en,The Hunger Games,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",2.863873,/iLJdwmzrHFjFwI5lvYAT1gcpRuA.jpg,"[{u'name': u'Lionsgate', u'id': 1632}, {u'name': u'Color Force', u'id': 5420}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2012-03-12,691210692,142,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,May The Odds Be Ever In Your Favor.,The Hunger Games,False,6.7,6623
tt1345836,False,/3bgtUfKQKNi3nJsAB5URpP2wdRt.jpg,"{u'backdrop_path': u'/xfKot7lqaiW4XpL5TtDlVBA9ei9.jpg', u'poster_path': u'/bqS2lMgGkuodIXtDILFWTSWDDpa.jpg', u'id': 263, u'name': u'The Dark Knight Collection'}",250000000,"[Action, Crime, Drama, Thriller]",http://www.thedarkknightrises.com/,49026,en,The Dark Knight Rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",3.605058,/dEYnvnUfXrqvqeRSqvIEtmzhoA8.jpg,"[{u'name': u'Legendary Pictures', u'id': 923}, {u'name': u'Warner Bros.', u'id': 6194}, {u'name': u'DC Entertainment', u'id': 9993}, {u'name': u'Syncopy', u'id': 9996}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2012-07-16,1081041287,165,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,The Legend Ends,The Dark Knight Rises,False,7.5,6312
tt0903624,False,/jjAq3tCezdlQduusgtMhpY2XzW0.jpg,"{u'backdrop_path': u'/7wO7MSnP5UcwR2cTHdJFF1vP4Ie.jpg', u'poster_path': u'/hQghXOjSS2xfzx9XnMyZqt8brCF.jpg', u'id': 121938, u'name': u'The Hobbit Collection'}",250000000,"[Adventure, Fantasy, Action]",http://www.thehobbit.com/,49051,en,The Hobbit: An Unexpected Journey,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",4.294161,/w29Guo6FX6fxzH86f8iAbEhQEFC.jpg,"[{u'name': u'WingNut Films', u'id': 11}, {u'name': u'New Line Cinema', u'id': 12}, {u'name': u'Metro-Goldwyn-Mayer (MGM)', u'id': 8411}]","[{u'iso_3166_1': u'NZ', u'name': u'New Zealand'}, {u'iso_3166_1': u'US', u'name': u'United States of America'}]",2012-11-26,1017003568,169,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,From the smallest beginnings come the greatest legends.,The Hobbit: An Unexpected Journey,False,6.9,6093
tt1074638,False,/AunH2MIKIbnU9khgFp45eJlydPu.jpg,"{u'backdrop_path': u'/dOSECZImeyZldoq0ObieBE0lwie.jpg', u'poster_path': u'/HORpg5CSkmeQlAolx3bKMrKgfi.jpg', u'id': 645, u'name': u'James Bond Collection'}",200000000,"[Action, Adventure, Thriller]",http://www.skyfall-movie.com,37724,en,Skyfall,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory (Ralph Fiennes), the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve (Naomie Harris) - following a trail to the mysterious Silva (Javier Bardem), whose lethal and hidden motives have yet to reveal themselves.",2.322518,/lQCkPLDxFONmgzrWLvq085v1g2d.jpg,"[{u'name': u'Eon Productions', u'id': 7576}, {u'name': u'Danjaq', u'id': 10761}, {u'name': u'B23', u'id': 23288}]","[{u'iso_3166_1': u'GB', u'name': u'United Kingdom'}, {u'iso_3166_1': u'US', u'name': u'United States of America'}]",2012-10-25,1108561013,143,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,Think on your sins.,Skyfall,False,6.8,5789
tt0948470,False,/4Dd0CcqIHeyJFALYVzpHrsnbOX6.jpg,"{u'backdrop_path': u'/aLrNTcLN2kDu9jAJ4tS5haiWGc6.jpg', u'poster_path': u'/moNJa86FgDYy8SWeDym2gnsLLMa.jpg', u'id': 125574, u'name': u'The Amazing Spider-Man Collection'}",215000000,"[Action, Adventure, Fantasy]",http://www.theamazingspiderman.com,1930,en,The Amazing Spider-Man,"Peter Parker is an outcast high schooler was abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance—leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",2.367321,/eA2D86Y6VPWuUzZyatiLBwpTilQ.jpg,"[{u'name': u'Columbia Pictures', u'id': 5}, {u'name': u'Laura Ziskin Productions', u'id': 326}, {u'name': u'Marvel Entertainment', u'id': 7505}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2012-06-27,752215857,136,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,The untold story begins.,The Amazing Spider-Man,False,6.4,4559
tt0454876,False,/2Zvd5gKOSvUGJpWtmpsFQvfPd2z.jpg,,120000000,"[Adventure, Drama, Action]",http://www.lifeofpimovie.com/,87827,en,Life of Pi,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",1.408154,/sLYdcz7easaS7CmJGwQcVVYZqiF.jpg,"[{u'name': u'Ingenious Film Partners', u'id': 289}, {u'name': u'Ingenious Media', u'id': 290}, {u'name': u'Dune Entertainment', u'id': 444}, {u'name': u'Fox 2000 Pictures', u'id': 711}, {u'name': u'Big Screen Productions', u'id': 10893}, {u'name': u'Haishang Films', u'id': 13480}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}, {u'iso_3166_1': u'TW', u'name': u'Taiwan'}, {u'iso_3166_1': u'GB', u'name': u'United Kingdom'}]",2012-11-20,609016565,127,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'fr', u'name': u'Français'}, {u'iso_639_1': u'hi', u'name': u'हिन्दी'}, {u'iso_639_1': u'ja', u'name': u'日本語'}, {u'iso_639_1': u'ta', u'name': u'தமிழ்'}]",Released,Believe The Unbelievable,Life of Pi,False,7.0,4020
tt1446714,False,/cfVoH243KjWXV6JoLzwxqWNb23i.jpg,"{u'backdrop_path': u'/cK83Pq8SJoeSTnLJucr8IWn35KF.jpg', u'poster_path': u'/c5PMV2IjDiCfQFX8EFv196xra1y.jpg', u'id': 135416, u'name': u'Prometheus Collection'}",130000000,"[Science Fiction, Adventure, Mystery]",http://www.projectprometheus.com/,70981,en,Prometheus,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",2.084237,/sRbTWQn9Djs0wW8k3nkUun5ZBnt.jpg,"[{u'name': u'Twentieth Century Fox Film Corporation', u'id': 306}, {u'name': u'Dune Entertainment', u'id': 444}, {u'name': u'Scott Free Productions', u'id': 1645}, {u'name': u'Brandywine Productions', u'id': 19747}]","[{u'iso_3166_1': u'GB', u'name': u'United Kingdom'}, {u'iso_3166_1': u'US', u'name': u'United States of America'}]",2012-05-30,403170142,124,"[{u'iso_639_1': u'gd', u'name': u''}, {u'iso_639_1': u'en', u'name': u'English'}]",Released,The Search for Our Beginning Could Lead to Our End.,Prometheus,False,6.2,3343
tt1772341,False,/1HjKgkIdR2qw8ihM6MTxgdST2kM.jpg,"{u'backdrop_path': None, u'poster_path': None, u'id': 404825, u'name': u'Wreck-It Ralph Collection'}",165000000,"[Family, Animation, Comedy, Adventure]",http://disney.go.com/wreck-it-ralph,82690,en,Wreck-It Ralph,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",2.062789,/93FsllrXXWncp7BQYTdOU1XMRXo.jpg,"[{u'name': u'Walt Disney Animation Studios', u'id': 6125}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2012-11-01,471222889,108,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,The story of a regular guy just looking for a little wreck-ognition.,Wreck-It Ralph,False,7.0,3306
